qty	title
1	HUMAN TARGET TP
1	HUNTRESS DARK KNIGHT DAUGHTER TP
1	Hysteria in Remission
1	I Shot New York
1	I've Got the One-More-Washload Blues : A For Better or for W
1	ILLUSTRATION NOW TP
1	IMMORTAL IRON FIST PREM HC VOL 02 CITIES OF HEAVEN
1	IMMORTAL IRON FIST PREM HC VOL 03 BOOK OF IRON FIST
2	In the Shadow of No Towers
1	INCREDIBLE HERCULES AGAINST THE WORLD TP
1	INCREDIBLE HULK OMNIBUS HC VOL 01
1	Indian Lover: Sam Houston & the Cherokees
2	INDIANA JONES OMNIBUS TP VOL 01
1	INFINITE CRISIS COMPANION TP
1	INTERIORAE
1	INTRON DEPOT VOL 1 TP
1	INVADERS CLASSIC TP VOL 2
1	INVASION TP
1	INVINCIBLE IRON MAN OMNIBUS HC VOL 01
1	INVINCIBLE VOL 3 ULTIMATE COLL HC
2	INVINCIBLE VOL 4 HEAD OF THE CLASS TP
1	INVINCIBLE VOL 8 MY FAVORITE MARTIAN TP
1	INVISIBLES TP #4 BLOODY HELL IN AMERICA
1	INVISIBLES TP #5 COUNTING TO NONE NEW PTG
1	INVISIBLES TP #6 KISSING MISTER QUIMPER
1	INVISIBLES TP #7 THE INVISIBLE KINGDOM
1	IRON MAN HYPERVELOCITY TP
1	IRON MAN PREM HC LEGACY OF DOOM
1	IRON MAN TP ENTER THE MANDARIN
1	IRON MAN TP HAUNTED
1	IRON MAN TP MANY ARMORS OF IRON MAN NEW PTG
1	IRON MAN WAR MACHINE TP
2	Iron Man: Crash
1	IRON MANUAL TP
1	Isolation and Illusion: Collected Short Stories of P. Craig
1	It Came from Bob's Basement: Exploring the Science Fiction a
1	It Must Be Nice To Be Little
1	It's All Downhill From Here (For Better Or for Worse Collect
1	Jack Cole and Plastic Man: Forms Stretched to Their Limits
1	Jack Kirby's Fourth World Omnibus, Vol. 1
2	JACK KIRBYS FOURTH WORLD OMNIBUS HC VOL 04
1	JACK KIRBYS FOURTH WORLD OMNIBUS VOL 3 HC
1	JACK KIRBYS FOURTH WORLD TP
1	JACK KIRBYS GALACTIC BOUNTY HUNTERS TP VOL 01
1	JACK KIRBYS MR MIRACLE TP
1	JACK KIRBYS NEW GODS TP
1	JACK KIRBYS OMAC ONE MAN ARMY CORPS HC
2	JACKSON 500 VOL 2 HC (C: 0-1-2)
1	James Bond 007: The Man With the Golden Gun (James Bond (Gra
1	JAMES BOND COLONEL SUN TP (C:4)
1	JAMES BOND DEATH WING TP (C: 0-1-2)
1	JAMES BOND GOLDEN GHOST TP (C: 0-1-2)
1	James Bond: Octopussy
1	JEEPERS PEEPERS GALLERY OF AMERICAN PIN UP ART TP (C: 0-1-0)
1	JEFF SMITH BONE & BEYOND HC
1	JENNY FINN TP DOOM MESSIAH
1	JENNY SPARKS THE SECRET HISTORY OF THE AUTHORITY TP
1	Jew Gangster : A Father's Admonition (Jew Gangster)
1	JIMMY OLSEN ADVENTURES BY JACK KIRBY VOL 1 TP
1	JIMMY OLSEN ADVENTURES BY JACK KIRBY VOL 2 TP
1	JINX
1	JIST CREATING THE DC UNIVERSE BOOK TWO TP
1	JLA A LEAGUE OF ONE SC
1	JLA ANOTHER NAIL TP
1	JLA ONE MILLION TP
1	JLA SALVATION RUN TP
1	JLA THE GREATEST STORIES EVERTOLD TP
1	JLA THE TITANS THE TECHNIS IMPERATIVE TP
1	JLA ULTRAMARINE CORPS TP
1	JLA VOL 11 THE OBSIDIAN AGE BOOK ONE TP
1	JLA VOL 12 THE OBSIDIAN AGE BOOK TWO TP
1	JLA VOL 15 THE TENTH CIRCLE TP
1	JLA VOL 16 PAIN OF THE GODS TP
1	JLA VOL 4 STRENGTH IN NUMBERS TP
1	JLA VOL 8 DIVIDED WE FALL TP NEW PTG
1	JLA VOL 9 TERROR INCOGNITA TP
1	JLA YEAR ONE TP
1	JLA ZATANNAS SEARCH TP
1	JLA:The Ultimate Guide to the Justice League of America
1	Joan, Volume 1
2	JOHN CONSTANTINE HELLBLAZER RARE CUTS TP
1	JON J MUTH M
1	JONAH HEX ORIGINS TP
1	JONAH HEX VOL 2 GUNS OF VENGEANCE TP
1	JONNY DOUBLE TP
1	JSA HC VOL 02 THY KINGDOM COME PART 1
1	JSA THE LIBERTY FILES TP
1	JSA VOL 1 JUSTICE BE DONE TP NEW PTG
1	JSA VOL 10 BLACK VENGEANCE TP
1	JSA VOL 11 MIXED SIGNALS TP
1	JSA VOL 12 GHOST STORIES TP
1	JSA VOL 3 RETURN OF HAWKMAN
1	JSA VOL 4 FAIR PLAY TP NEW PTG
1	JSA VOL 5 STEALING THUNDER TP
1	JSA VOL 7 PRINCE OF DARKNESS TP
1	JSA VOL 9 LOST TP
1	JUDGE ANDERSON VOL 1 ANDERSON PSI DIVISION TP
1	Junko Mizuno's Cinderalla
1	Junko Mizuno'S Hansel And Gretel (Junko Mizuno)
1	JUSTICE LEAGUE ELITE VOL 1 TP
1	Justice League Elite: Volume 2 (Jla (Justice League of Ameri
1	JUSTICE LEAGUE OF AMERICA ARCHIVES VOL 4 HC
1	JUSTICE LEAGUE OF AMERICA HC VOL 03 INJUSTICE LEAGUE
1	JUSTICE LEAGUE OF AMERICA VOL 1 HC
1	JUSTICE SOCIETY OF AMERICA VOL 1 THE NEXT AGE HC
1	JUSTICE SOCIETY VOL 1 TP
1	JUSTICE SOCIETY VOL 2 TP
1	JUSTICE TP VOL 01
1	JUSTICE TP VOL 02
1	Justin Green's Music Legends
1	Kabuki Scarab
1	KAMANDI ARCHIVES VOL 1 HC
1	Keep the Home Fries Burning : A For Better or for Worse Coll
1	KILLRAVEN PREMIERE HC
2	KING DAVID SC
1	KLASSIC KOMICS KLUB HC (MR)
1	Kodocha: Sana's Stage (Kodocha), Vol. 8 (Kodocha)
1	Komikwerks, Vol. 2
1	Krazy & Ignatz 1925-1926: "There is a Heppy Land Furfur A-wa
1	KRAZY & IGNATZ 1937-1938 SHIFTING SANDS DUSTS CHEEK POWDERED
1	KRAZY & IGNATZ 1939-1940 BRICK STUFFED WITH MOOMBINS
1	Krazy & Ignatz: The Kat Who Walked in Beauty
1	Krazy Kat
1	Kustom Kulture: Von Dutch, Ed "Big Daddy" Roth, Robert Willi
2	Kyle Baker Cartoonist
1	Last Of The Independents
1	Last Train to Deadsville: A Cal McDonald Mystery (Cal McDona
2	Leaf Man
2	Leave It To Chance Volume 2: Trick Or Threat (Leave It to Ch
1	Legal Action Comics Volume 1
1	Legal Action Comics Volume 2
1	LEGEND OF GRIMJACK VOL 2 HC
1	LEGEND OF GRIMJACK VOL 6 TP (MR)
1	LEGION FOUNDATIONS TP
3	LIBERTY MEADOWS VOL 1 TP
3	LIBERTY MEADOWS VOL 3 SUMMER OF LOVE TP
1	Liberty Meadows Volume 2: Creature Comforts
1	LIFE AND DEATH OF CAPTAIN MARVEL TP
1	LIFE EATERS SC
1	Life on Another Planet
2	Life Sucks
1	LIFELIKE HC
1	Light and Dark (Star Wars: Clone Wars, Vol. 4)
1	LITTLE ENDLESS STORYBOOK HC
1	Little Lit: It Was a Dark and Silly Night... (Little Lit)
1	LITTLE LULU VOL 17 THE VALENTINE TP
2	Little Nemo in Slumberland - So Many Splendid Sundays
2	LITTLE NEMO IN SLUMBERLAND VOL 02 LTD ED HC (O/A)
2	LITTLE NEMO IN SLUMBERLAND VOL 1 LTD ED HC
1	LOBSTER JOHNSON TP VOL 01 IRON PROMETHEUS
1	LOCAL HC
1	Locas: A Love & Rockets Book
1	LOEG THE ABSOLUTE ED VOL 2 OVERSIZED HC
1	Lone Wolf 2100 Volume 3: Pattern Storm (Lone Wolf 2100)
1	LOUIS RIEL A COMIC STRIP BIOGRAPHY TP
1	LOVE & ROCKETS NEW STORIES
1	Lovecraft HC
1	LOVELESS TP VOL 03 BLACKWATER FALLS (RES) (MR)
1	Lowbrow Art of Robert Williams
1	LUBA THE BOOK OF OFELIA TP (MR)
1	LUBA THREE DAUGHTERS TP
1	LUCIFER VOL 10 MORNINGSTAR TP(MR)
1	LUCIFER VOL 4 THE DIVINE COMEDY TP
1	LUCIFER VOL 5 INFERNO TP
2	Lucifer's Garden Of Verses: The Devil On Fever Street
1	Lucifer: A Dalliance with the Damned, Book 3
1	Mac Raboy's Flash Gordon Volume 4 (Mac Raboy's Flash Gordon)
5	MADMAN AND THE ATOMICS VOL 1 TP (C: 0-1-2)
1	MADMAN VOL 1 TP
1	MADMAN VOL 2 TP
1	MAGE VOL 2 HERO DEFINED TP
1	Maggie the Mechanic
1	MAGIC LAND OF TOYS
1	Magic Whistle #9 (Magic Whistle)
1	Magical Girl Pretty Sammy (No Need for Tenchi! Book 3)
1	MAGICIAN APPRENTICE TP VOL 02
1	MANGA BIBLE SC FROM GENESIS TO REVELATION (C: 0-1-2)
1	MANGA GREAT FIGURES IN HISTORY GN NELSON MANDELA (C: 0-1-2)
1	MANHUNTER VOL 3 ORIGINS TP
1	Maniac Killer Strikes Again!: Delirious, Mysterious Stories
1	Mark Schultz: Various Drawings Volume One
1	Martha Washington Goes to War
1	MARTIAN MANHUNTER THE OTHERS AMONG US TP
1	MARVEL AGE EMMA FROST VOL 1 HIGHER LEARNING DIGEST
1	MARVEL BOY PREM HC
1	MARVEL COMICS PRESENTS WOLVERINE VOL 2 TP
1	MARVEL DC CROSSOVER CLASSICS VOL 1 TP
1	MARVEL ILLUSTRATED PREM HC PICTURE OF DORIAN GRAY
1	MARVEL MASTERPIECE GOLDEN AGE ALL WINNERS VOL 2
1	MARVEL MASTERWORKS AMAZING SPIDER-MAN VOL 1 2ND ED HC
1	MARVEL MASTERWORKS AMAZING SPIDER-MAN VOL 3 2ND ED HC
1	MARVEL MASTERWORKS DAREDEVIL VOL 2 HC
1	MARVEL MASTERWORKS FANTASTIC FOUR VOL 2 2ND ED HC
1	MARVEL MASTERWORKS GOLDEN AGE USA COMICS VOL 1 NEW ED HC
1	MARVEL MASTERWORKS INCREDIBLE HULK VOL 1 2ND ED HC
1	MARVEL MASTERWORKS THOR VOL 3 HC
1	MARVEL MASTERWORKS X-MEN VOL 3 2ND ED HC
1	Marvel Masterworks: Amazing Spider-Man Vol. 2
1	MARVEL ROMANCE TP
1	MARVEL UNIVERSE RPG GUIDE TO THE X-MEN HC
1	Marvel Visionaries Jim Steranko TPB (Marvel Visionaries)
3	MARVEL VISIONARIES STEVE DITKO HC
1	Marvel Visionaries: John Buscema HC
1	MARVEL ZOMBIES HC DEAD DAYS
1	MARVEL ZOMBIES TP HULK DM COVER
1	Marville Volume 1 TPB
1	Mary Perkins On Stage Volume One
1	Masters Of The Universe Volume 1
1	Masters Of The Universe Volume 2 (Masters of the Universe (M
1	MAXX BOOK FIVE TP
1	MAXX BOOK FOUR TP
1	MAXX BOOK SIX TP
1	MAXX BOOK THREE TP
1	MAXX BOOK TWO TP
1	McSweeney's Quarterly Concern Issue 13 (McSweeney's Quarterl
1	MCSWEENEYS HC VOL 27
1	ME & THE DEVIL BLUES GN VOL 01 UNREAL LIFE ROBERT JOHNSON
1	Meanwhile ((Michael Di Capua Bks))
1	MEATHAUS SOS TP (C: 0-1-2)
1	Melmoth (Cerebus, Volume 6)
1	METABARONS VOL 2 AGHNAR AND ODA TP
1	METAL GEAR SOLID VOL 2 TP
1	Micronauts: Revolution
1	Midnight Nation - New Edition (Midnight Nation)
1	MIDNIGHTER VOL 1 KILLING MACHINE TP
3	MIGHTY AVENGERS TP VOL 01
1	Migraine Boy
1	Mike Mignola's B.P.R.D.: Hollow Earth & Other Stories
1	MILLENNIUM TP
1	Milton Caniff's Steve Canyon: 1947 (Steve Canyon Series)
1	Milton Caniff's Steve Canyon: 1948 (Steve Canyon Series)
1	Minds (Cerebus, Volume 10)
1	Minor Miracles: Long Ago and Once upon a Time, Back When Unc
1	MISERY LOVES COMEDY HC (MR)
3	MO AND JO GN VOL 01 FIGHTING TOGETHER FOREVER (C: 0-1-2)
2	Moby-Dick: A Pop-Up Book
2	MODERN MASTERS SC VOL 16 MIKE ALLRED
1	MODERN MASTERS VOL 5 JOSE LUIS GARCIA LOPEZ SC
1	MODERN MASTERS VOL 8 WALT SIMONSON SC (C: 0-1-2)
1	MODERN MASTERS VOL 9 MIKE WIERINGO SC (C: 0-1-2)
2	Modern Masters Vol. 4: Kevin Nowlan (Modern Masters)
1	Modesty Blaise: The Gabriel Set-Up
1	MOME VOL 12 GN
1	MOME VOL 4 GN
1	MOME VOL 9 GN
1	Monkey vs. Robot & the Crystal of Power
1	MONSTER ATTACK NETWORK GN
1	Monster Manual II (Dungeons & Dragons Supplement)
1	MOOMIN COMPLETE TOVE JANNSON COMIC STRIP VOL 1 HC
1	MOOMIN COMPLETE TOVE JANNSON COMIC STRIP VOL 2 HC
1	Mother, Come Home
1	MOTHERS MOUTH GN (MR)
1	Mr. Negativity : And Other Tales of Supernatural Law
1	MUNDENS BAR VOL 1 TP
1	Murder Me Dead HC
1	Murder Mysteries
1	Mutant Aliens
1	Mutant Earth Volume 1: Trakk
1	MUZZ GN
1	Muzzlers, Guzzlers, and Good Yeggs
1	MY MOST SECRET DESIRE 10TH ANNIVERSARY ED HC (MR)
1	My New York Diary
1	My Troubles With Women
1	MYSTERY IN SPACE VOL 1 TP
2	MYSTERY PLAY SC
1	MYSTIC ARCANA HC
1	MYSTIQUE VOL 3 UNNATURAL TP
1	NAMES OF MAGIC TP
1	Neal Adams: The Sketch Book
1	NEARLY COMPLETE ESSENTIAL HEMBECK ARCHIVES OMNIBUS
1	NEOTOPIA PKT MANGA 4 PACK
1	NEW EXILES TP VOL 01 NEW LIFE NEW GAMBIT
1	NEW MUTANTS BACK TO SCHOOL TP
2	NEW TEEN TITANS JUDAS CONTRACT TP NEW PTG
1	NEW TEEN TITANS WHO IS DONNA TROY TP
1	NEW X-MEN ACADEMY X VOL 3 X-POSED TP
1	NEW X-MEN BY MORRISON ULTIMATE COLL TP BOOK 01
1	NEW X-MEN BY MORRISON ULTIMATE COLL TP BOOK 02
1	New York: The Big City
2	NEWUNIVERSAL VOL 1 EVERYTHING WENT WHITE PREM HC
1	NEXTWAVE AGENTS OF HATE TP VOL 02 I KICK YOUR FACE
1	Nextworld Volume 1 (Previously solicited as FutureWorld 1)
1	Nextworld Volume 2 (Previously solicited as FutureWorld 2)
1	Nexus: Alien Justice
1	Nick Fury Vs S.H.I.E.L.D. (Marvel comics)
1	Nick Fury: Scorpio
1	NIGHTLY NEWS VOL 1 TP
1	NIGHTMARES & FAIRY TALES TP VOL 04 (C: 0-1-0)
1	NIGHTWING BIG GUNS TP
1	NIGHTWING LOVE AND BULLETS TP
1	NIGHTWING LOVE AND WAR TP
1	NIGHTWING MOBBED UP TP
1	NIGHTWING THE LOST YEAR TP
1	NIKOLAI DANTE THE GREAT GAME TP
1	NIKOLAI DANTE THE ROMANOV DYNASTY TP
1	Ninja
1	NINJA SCROLL TP
1	No Need for Tenchi!, Vol. 10: Mother Planet
1	NOBLE CAUSES VOL 5 BETRAYALS TP
2	Notes from a Defeatist
1	NOVA TP VOL 02 KNOWHERE
1	Ocean
1	Ojo
1	OKKO CYCLE OF WATER HC
1	OLD JEWISH COMEDIANS A BLAB STORYBOOK HC
1	OMEGA THE UNKNOWN CLASSIC TP
1	OMEGA THE UNKNOWN PREM HC
1	One Eye
1	ORION THE GATES OF APOKOLIPS TP
1	Our Cancer Year
1	OUR GANG VOL 1 SC
1	OUTSIDERS CHECKMATE CHECKOUT TP
1	OUTSIDERS VOL 6 PAY AS YOU GO TP
1	Outsiders: Five of a Kind (Outsiders)
1	Outsiders: Wanted - Volume 3 (Outsiders)
1	OVERSTREET COMIC BOOK GRADING GUIDE 2ND EDITION
1	Palestine
1	Palestine Book 1: 'A Nation Occupied' (Palestine)
1	Palestine: The Special Edition
1	Panel Discussions: Design in Sequential Art Storytelling
1	Panel Two: More Comic Book Scripts By Top Writers
1	PARADISE X VOL 1 TP NEW PTG
1	PARADISE X VOL 2 TP NEW PTG
1	PASSIONELLA AND OTHER STORIESHC
1	PAUL GOES FISHING GN (MR)
1	Paul Has A Summer Job
1	PENANCE RELENTLESS TP
1	Persepolis 2: The Story of a Return
1	Pete Von Sholly's Morbid
1	Phoenix : A Tale Of The Future (Phoenix)
1	Phoenix: Dawn
1	PHONOGRAM VOL 1 RUE BRITANNA TP
1	PICTURES & WORDS TP (C: 4)
1	PINUP ART OF DAN DECARLO SC (MR)
1	PIZZERIA KAMIKAZE TP (MR)
1	PLANETARY CROSSING WORLDS TP
1	PLASTIC MAN ARCHIVES VOL 2 HC
1	PLASTIC MAN ARCHIVES VOL 3 HC
1	PLASTIC MAN ARCHIVES VOL 4 HC
1	PLASTIC MAN ARCHIVES VOL 5 HC
1	PLASTIC MAN ARCHIVES VOL 6 HC
1	PLASTICLAND HC
2	Playing Cards
1	POCKET FULL OF RAIN SC
1	Pocket Universe: The Dream Art Of Rick Veitch Volume 2
1	Pop Gun War
1	POPGUN GN VOL 02 (C: 0-1-2)
1	PORTABLE FRANK SC
1	Portajohnny: The Best of Angry Youth Comix: The Early Years
1	POTENTIAL GN TOUCHSTONE ED (MR) (C: 0-1-2)
1	POWER GIRL TP
1	Powers Vol. 4: Supergroup
1	Powers: Script Book
1	PREACHER DEAD OR ALIVE THE COLLECTED COVERS SC
1	PREDATOR OMNIBUS TP VOL 02 (C: 0-1-2)
2	PREDATOR OMNIBUS VOL 1 TP
1	Predator: Race War (Dark Horse Collection.)
1	PRIDE AND JOY TP
1	PRIDE OF BAGHDAD SC
1	PRISONER SHATTERED VISAGE TP
1	PRIVATE STASH
1	PROJECT ROMANTIC SC
1	PROJECT X SEVEN ELEVEN GN
1	Promethea (Book 5) (Promethea)
1	PROMETHEA BOOK THREE HC
1	Public Domain
2	Pulpatoon Pilgrimage
2	PUNISHER MAX TP VOL 10 VALLEY FORGE (MR)
2	PUNISHER MAX VOL 2 HC
1	PUNISHER MAX VOL 3 MOTHER RUSSIA TP
1	Punisher MAX, Vol. 1
1	PUNISHER PREM HC CIRCLE OF BLOOD
1	PUNISHER WAR JOURNAL CLASSIC TP VOL 01
1	PUNISHER WAR JOURNAL TP VOL 03 HUNTER HUNTED
1	Punisher War Journal Volume 2: Goin' Out West TPB (Punisher)
1	Punisher, Black Widow: Spinning doomsday's web (Marvel graph
1	Pyongyang : A Journey in North Korea
1	Queen & Country, Vol. 7: Operation: Saddlebag
1	Queen & Country, Vol.1: Operation Broken Ground
1	QUEEN MARGOT VOL 1 AGE OF INNOCENCE GN (C: 0-1-2)
1	QUESTION ZEN AND VIOLENCE VOL 1 TP
1	Quimby the Mouse (ACME Novelty Library Series)
1	QUITTER SC (MR)
1	R CRUMBS HEROES OF BLUES JAZZ & COUNTRY WITH CD HC
1	R. Crumb Sketchbook 6: Mid 1968 to Mid '69
1	R. Crumb Sketchbook Vol. 2 Mid 1965-Early '66 (R. Crumb Sket
1	R. Crumb Sketchbook Vol. 7
1	R. Crumb Sketchbook, 1964-1965 Vol. 1 (R. Crumb Sketchbooks
1	R. Crumb's America
1	RABBIS CAT GN VOL 02
1	Ravenous
1	Reads (Cerebus, Volume 9)
1	Real Stuff
1	Rebound: Street on Stage (Rebound (Graphic Novels))
1	Red Rocket 7
1	Red Star Volume 2: Nokgorka
10	REINVENTING COMICS SC
1	RELOAD MEK TP
1	Return of the Jedi Original Movie Script
1	REVELATIONS TP (C: 0-1-2)
1	Revenge of the Living Monolith
1	REVERE REVOLUTION IN SILVER HC
1	REX MUNDI TP VOL 04 CROWN & SWORD
1	REX MUNDI VOL 3 LOST KINGS TP
1	Rex Mundi Volume 1: The Guardian Of The Temple
1	Rime of the Ancient Mariner
2	Ripple: A Predilection for Tina
1	Rising Stars: Visitations (Rising Stars (Image Comics))
1	ROAD TO PERDITION 2 ON THE ROAD TP
1	ROAD TO PERDITION SC
1	ROBIN FLYING SOLO TP
1	ROBIN TO KILL A BIRD TP
1	ROBIN UNMASKED TP
1	ROBO HUNTER DAY OF THE DROIDS TP
1	ROBOTECH THE MACROSS SAGA VOL 3 TP
2	ROBOTECH THE MACROSS SAGA VOL 4 TP
1	ROBOTS & DONUTS TP (C: 0-1-2)
1	Rocco Vargas: A Game Of Gods
1	Rocco Vargas: The Dark Forest
1	Rodrigo
1	Roman Myths
1	Romance Without Tears
2	Rose
1	ROY ROGERS ARCHIVES HC VOL 01
1	Rube Goldberg : Inventions!
1	Salamander Dream
1	Salmon Doubts
1	SANDMAN MYSTERY THEATRE VOL 2 THE FACE AND THE BRUTE
1	SANDMAN MYSTERY THEATRE VOL 4THE SCORPION TP (MR)
1	Satiro-Plastic : The Sketchbook of Gary Panter
1	SAVAGE DRAGON ARCHIVES VOL 1 TP (C: 0-1-2)
1	SAVAGE DRAGON ARCHIVES VOL 2 TP
1	Savage Dragon Volume 9: Worlds At War (Savage Dragon (Graphi
1	Savage Dragon, Vol. 1
1	Savage Dragon, Vol. 3
1	SAVAGE SWORD OF CONAN TP VOL 02
1	SAVAGE SWORD OF CONAN TP VOL 03
2	SAVAGE SWORD OF CONAN VOL 1 TP
1	SCARFACE DEVIL IN DISGUISE TP
1	Scarlet Traces
1	Scatterbrain
1	Schizophrenia
1	SCORCHY SMITH AND THE ART OF NOEL SICKLES HC (C: 0-1-2)
1	SCRAP METTLE HC
1	Scrapbook
1	SCRUBLANDS GN
1	SCUD THE DISPOSABLE ASSASSIN THE WHOLE SHEBANG TP
1	Scurvy Dogs: Rags To Riches
1	Secret Skull
1	SECRET WARS TP
1	Seeing Things
1	SENCILLA FINALE SC
1	Serial Movie Posters (Serial Movie Posters)
2	SEVEN SOLDIERS OF VICTORY VOL 4 TP (RES)
1	SEVEN SOLDIERS OF VICTORY VOL3 TP
1	SEVEN SONS GN
1	SEX ROCK & OPTICAL ILLUSIONS HC
1	SGT ROCK ARCHIVES VOL 2 HC
1	SHAG LTD TP (C: 4)
3	SHATTER TP
1	SHAUN OF THE DEAD TP
1	Shaundra: The Savage She-Male
1	SHAZAM MONSTER SOCIETY OF EVIL DELUXE HC
1	SHE-HULK TP VOL 06 JADED
1	SHE-HULK VOL 5 PLANET WITHOUT A HULK TP
1	Sheep of Fools: A BLAB! Storybook
1	Shelf Space: Modern Package Design, 1945-1965
1	Sherlock Holmes Mysteries Volume 1
1	SHORT STROKES VOL 1 GN (A) (C: 1-0-0)
1	SHOWCASE CHALLENGERS OF THE UNKNOWN TP VOL 02
1	SHOWCASE CHALLENGERS OF THE UNKNOWN VOL 1 TP
1	SHOWCASE PRESENTS ADAM STRANGE VOL 1 TP
1	SHOWCASE PRESENTS AQUAMAN TP VOL 02
1	SHOWCASE PRESENTS AQUAMAN VOL 1 TP
1	SHOWCASE PRESENTS BATGIRL VOL 1 TP
1	SHOWCASE PRESENTS BATMAN AND THE OUTSIDERS VOL 1 TP
1	SHOWCASE PRESENTS BATMAN TP VOL 03
1	SHOWCASE PRESENTS BATMAN VOL 2 TP
1	SHOWCASE PRESENTS BLACKHAWK TP VOL 01
1	SHOWCASE PRESENTS BOOSTER GOLD TP VOL 01
1	SHOWCASE PRESENTS BRAVE & BOLD BATMAN TEAMUPS VOL 1
2	SHOWCASE PRESENTS ELONGATED MAN VOL 1 TP
1	SHOWCASE PRESENTS GREEN ARROW VOL 1 TP
1	SHOWCASE PRESENTS GREEN LANTERN TP VOL 03
1	SHOWCASE PRESENTS HOUSE OF SECRETS TP VOL 01
1	SHOWCASE PRESENTS JUSTICE LEAGUE OF AMERICA VOL 2 TP
1	SHOWCASE PRESENTS MARTIAN MANHUNTER VOL 1 TP
1	SHOWCASE PRESENTS METAL MEN TP VOL 02
1	SHOWCASE PRESENTS PHANTOM STRANGER VOL 1 TP
1	SHOWCASE PRESENTS ROBIN THE BOY WONDER TP VOL 01
1	SHOWCASE PRESENTS SHAZAM VOL 1 TP
2	SHOWCASE PRESENTS SUPERMAN FAMILY TP VOL 02
1	SHOWCASE PRESENTS SUPERMAN FAMILY VOL 1 TP
1	SHOWCASE PRESENTS SUPERMAN TP VOL 04
1	SHOWCASE PRESENTS SUPERMAN VOL 3
1	SHOWCASE PRESENTS TEEN TITANS VOL 2 TP
1	SHOWCASE PRESENTS THE ATOM TP VOL 02
1	SHOWCASE PRESENTS THE FLASH VOL 1 TP
1	SHOWCASE PRESENTS WONDER WOMAN VOL 1 TP
1	Showcase Presents: Green Lantern, Vol. 2
2	Showcase Presents: Metamorpho (Vol. 1) (Showcase Presents Me
1	Showcase Presents: Phantom Stranger - Volume 2 (Showcase Pre
1	Shuck Unmasked
1	SIGNAL TO NOISE 2ND ED HC
1	SILENT DRAGON TP
1	SILVER SURFER REQUIEM PREM HC
1	SIMON BISLEY ILLUSTRATION FROM THE BIBLE TP NEW PTG (C: 0-1-
5	Simpsons Comics Belly Buster
1	Simpsons Comics Spectacular
1	SIMPSONS TREEHOUSE OF HORROR TP VOL 05 DEAD MANS JEST
2	SINISTER DEXTER VOL 1 GUNSHARK VACATION TP
1	SIXTEEN MILES TO MERRICKS & OTHER WORKS SC (C: 0-1-2)
1	Skibber Bee Bye
1	SKIZZ TP
1	SKREEMER TP
2	SKRULL KILL KREW TP
1	SLAINE WARRIORS DAWN TP
1	SLEEPER VOL 1 OUT IN THE COLD TP
1	SLEEPER VOL 2 ALL FALSE MOVES TP NEW PTG
1	SLEEPER VOL 3 A CROOKED LINE TP
1	Slowpoke America Gone Bonkers
2	SMALLVILLE TP
1	SMAX TP
1	Smoke
1	Smoke And Guns
1	SNK VS CAPCOM VOL 3 SVC CHAOSTP
1	SNK Vs. Capcom: SVC Chaos Volume 2 (Svc Chaos: Snk Vs. Capco
1	SON OF THE GUN VOL 1 TP
1	SOULFIRE SC VOL 01
1	Southpaw
1	Space Ghost
1	SPARROW KENT WILLIAMS HC (OCT068200)
1	SPARROW SHANE GLINES HC (NOV068398)
1	SPECTRE TALES OF THE UNEXPECTED TP
1	Spectrum Presents: Frank Frazetta: Rough Work
1	SPEED RACER CHRONICLES OF THE RACER TP
1	SPEED RACER GN VOL 01 (C: 0-1-2)
1	SPEED RACER MACH GO GO GO BOX SET
1	Speed Racer: The Original Manga
1	SPIDER MAN TP BACK IN BLACK
1	SPIDER-MAN DEATH OF CAPTAIN STACY TP
1	SPIDER-MAN LEGENDS VOL 3 TODD MCFARLANE BOOK 3 TP
1	SPIDER-MAN PETER PARKER TP BACK IN BLACK
1	SPIDER-MAN PREM HC VOL 01 BRAND NEW DAY
1	SPIDER-MAN TP KRAVENS LAST HUNT
1	Spider-Man: Quality of Life (Spider-Man (Marvel))
1	SPIKE TP
1	Spookhouse 2
1	SPX 2003 Anthology
1	STAGGER LEE GN
1	Stan Lee Presents Spider-Man in Fear Itself (Marvel Graphic
1	STAR TREK KEY COLLECTION VOL 5 TP
1	STAR WARS 30TH ANNIV COLL VOL 9 HC BOBA FETT DEATH LIES
1	STAR WARS DARK EMIPIRE II 2NDEDITION TP
1	STAR WARS DARK TIMES VOL 1 PATH TO NOWHERE TP
1	STAR WARS EMPIRE VOL 6 FOOTSTEPS OF THEIR FATHERS TP
1	STAR WARS KNIGHTS O/T OLD REPUBLIC VOL 2 FLASHPOINT TP (C: 1
1	STAR WARS OMNIBUS EARLY VICTORIES (C: 0-1-2)
1	STAR WARS OMNIBUS X-WING ROGUE SQUADRON VOL 2 TP
1	STAR WARS REBELLION TP VOL 02 AHAKISTA GAMBIT (C: 1-1-2)
1	STAR WARS THE COMICS COMPANION TP (C: 1-1-2)
1	STAR WARS VADERS QUEST TP
1	Star Wars: Dark Force Rising
1	Star Wars: Dark Forces: Soldier for the Empire GSA HC
1	Star Wars: Jedi Vs. Sith
1	STARMAN OMNIBUS HC VOL 01
1	STARMAN VOL 7 A STARRY KNIGHT TP
1	STARMAN VOL 8 STARS MY DESTINATION TP
